X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	
641.71	433	1	722.88	507.99	1	708.4	633.45	1	1063.9	241.49	0.99959	1305.5	472.07	1	1280.9	558.66	1	832.18	213.32	1	874.74	565.26	1
643.29	432.13	1	724.87	511.36	1	708.91	640.45	1	1056.1	243.67	0.99959	1303.5	471.38	1	1280	550.38	1	824.76	213.93	1	870.2	567.63	1
645.84	430.6	1	726.04	513.15	1	709.63	652.51	1	1050.6	244.9	0.99959	1302.5	470.84	1	1279.1	542.33	1	816.86	214.66	1	865.83	570.02	1
648.22	430.6	1	727.2	514.37	1	710.22	659.07	1	1044.7	245.72	0.99959	1304.2	471.38	1	1277.8	532.85	1	812.28	216.47	1	861.25	572.64	1
654.39	430.9	1	728.12	515.8	1	710.9	664.57	1	1040.4	245.9	0.99959	1305.4	472.87	1	1277.3	526.45	1	803.16	220.17	1	857.09	575.08	1
659.45	431.31	1	729.47	517.86	1	711.83	670.51	1	1033.7	245.59	0.99959	1305.9	474.53	1	1276.5	520.69	1	796.57	222.12	1	853.75	577.22	1
663.98	431.49	1	730.4	519.21	1	712.94	676.57	1	1024.2	242.65	0.99959	1305.8	475.25	1	1276.4	514.06	1	790.4	223.8	1	850.32	579.22	1
669.24	432.08	1	731.49	521.02	1	713.68	680.72	1	1017.7	241.08	0.99959	1305.9	476.27	1	1275.6	507.8	1	785.02	225.21	1	846.53	581.47	1
672.24	432.13	1	731.96	521.84	1	714.64	686.32	1	1010.5	238.83	0.99959	1306.6	477.63	1	1274.8	501.68	1	779.79	227.59	1	843.89	583.21	1
675.61	432.36	1	731.85	525.16	1	715.46	690.04	1	1004.2	236.73	0.99959	1307	479.31	1	1266.4	495.61	1	771.81	232.24	1	840.75	585.23	1
678.91	432.98	1	731.59	529.87	1	714.67	697.22	1	999.09	235.09	0.99959	1307.9	482.07	1	1245	486.53	1	764.15	236.19	1	837.22	588.05	1
681.91	432.98	1	731.15	535.6	1	714.11	706.78	1	993.97	232.31	0.99959	1309.2	484.96	1	1229.3	477.91	1	757.45	240.03	1	834.55	591.8	1
685.58	433.4	1	731.02	540.39	1	713.22	714.69	1	987.67	227.57	0.99959	1310	486.63	1	1215.4	470.38	1	751.66	243.13	1	828.41	598.49	1
687.58	433.4	1	730.92	545.24	1	712.75	721.61	1	982.1	224.14	0.99959	1310.9	488.46	1	1204	463.81	1	746.97	245.77	1	822.45	605.66	1
691.04	433.49	1	730.97	547.9	1	711.85	728.61	1	977.3	221.17	0.99959	1310.9	488.75	1	1193.6	457.52	1	738.38	251.31	1	817.3	612.04	1
692.53	435.38	1	730.63	553.08	1	710.88	735.73	1	973.22	218.62	0.99959	1311.2	493.13	1	1183.6	449.67	1	729	256.27	1	811.76	619.49	1
693.57	438.84	1	730.51	556.29	1	710.77	739.17	1	969.63	216.45	0.99959	1311.3	497.6	1	1181.2	440.79	1	721.16	261.16	1	807.79	624.89	1
695.82	445.06	1	730.38	558.66	1	709.93	744.93	1	966.69	214.7	0.99959	1311.6	501.52	1	1180.5	431.12	1	712.86	265.56	1	804.38	629.24	1
698.04	451.04	1	730.1	562.33	1	709.44	749.09	1	963.77	212.88	0.99959	1311.9	504.64	1	1179.3	422.4	1	706.1	268.6	1	801.16	634.44	1
699.91	455.7	1	730.1	565.33	1	708.98	753.05	1	960.05	210.83	0.99959	1312.5	508.42	1	1177.9	413.87	1	699.03	271.41	1	797.6	639.36	1
701.6	459.7	1	730.06	567.84	1	709.09	758.74	1	958.13	209.74	0.99959	1312.9	511.58	1	1176.8	406.13	1	693.39	273.81	1	794.9	643.83	1
702.87	463.12	1	729.87	570.58	1	713.02	765.21	1	956.32	208.81	0.99959	1313.5	514	1	1175.4	400.35	1	685.73	279.22	1	792.82	646.79	1
703.96	466.42	1	729.85	572.75	1	718.44	774.34	1	951.91	207	0.99959	1308.6	516.76	1	1174.2	392.73	1	679.5	283.39	1	790.73	650.13	1
705.22	470.15	1	729.85	574.75	1	723.15	780.37	1	946.69	206.2	0.99959	1299.1	513.59	1	1173.5	388.01	1	673.96	287.01	1	788.76	653.57	1
